N,PreN,PreNLength,NumGames,PctScore,DrawPct
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Nc6 4.0-0 Bd7 5.Re1 Nf6,47,1008,0.508432,0.411706
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.0-0 a6,36,2684,0.487146,0.337183
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.0-0 a6 5.Bd3 Ngf6,47,1457,0.481125,0.355525
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.0-0 Ngf6,38,1212,0.507425,0.356435
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.c3 Ngf6,37,1137,0.507915,0.354441
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 cxd4,37,2580,0.5031,0.396899
6,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 cxd4 5.Qxd4 a6,47,1878,0.486155,0.415335
7,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 cxd4 5.Qxd4 a6 6.Bxd7+ Bxd7,60,1542,0.480869,0.422178
5,1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 Ngf6,37,1146,0.519633,0.410994
5,1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 g6,34,1229,0.51017,0.387306
6,1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 g6 5.0-0 Bg7,44,1194,0.510887,0.388609
5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6,37,112282,0.536261,0.339172
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 e5,45,1494,0.571954,0.362115
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6,46,67714,0.528819,0.335277
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bc4 e6,55,5681,0.513289,0.293258
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bc4 e6 7.Bb3 b5,64,1889,0.496823,0.292747
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bc4 e6 7.Bb3 Nbd7,66,1352,0.489644,0.278106
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5,55,7387,0.521591,0.394747
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7,65,6203,0.518055,0.403836
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.0-0 0-0,75,3582,0.515912,0.426018
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e6,55,3214,0.537958,0.379589
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e6 7.0-0 Be7,65,1637,0.53207,0.403176
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5,55,10044,0.533154,0.346873
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nb3 Be6,65,5147,0.5272,0.328152
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nb3 Be6 8.f3 Be7,74,1002,0.510479,0.340319
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nb3 Be7,65,2025,0.53432,0.293333
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nb3 Be7 8.f3 Be6,74,1081,0.528677,0.309898
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nf3 Be7,65,1649,0.532747,0.444511
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e5 7.Nf3 Be7 8.Bc4 0-0,75,1208,0.524006,0.476821
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e6,55,4117,0.544085,0.307019
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 e6 7.f3 b5,63,1142,0.525831,0.288091
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4,56,2142,0.529878,0.491129
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4 7.Bc1 Nf6,66,1014,0.516272,0.600591
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6,55,9723,0.527872,0.326339
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7,64,2155,0.542923,0.293271
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7,74,1537,0.545217,0.297983
10,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7 9.0-0-0 Nbd7,87,1347,0.54677,0.300668
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 h6,63,1142,0.488178,0.307355
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nbd7,65,1238,0.549273,0.323101
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6,64,2173,0.539346,0.40589
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2 Qxb2,75,1038,0.530828,0.44894
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 Nbd7,57,3033,0.523244,0.263105
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f3 e5,54,2029,0.530803,0.277969
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f3 e5 7.Nb3 Be6,64,1644,0.52798,0.29562
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4 e5,54,1657,0.528968,0.391671
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4 e5 7.Nf3 Nbd7,65,1203,0.502493,0.423108
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3 e5,54,1989,0.522373,0.36199
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3 e5,54,2488,0.537781,0.280546
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3 e5 7.Nde2 h5,64,1040,0.496153,0.290384
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3 e6,54,2008,0.522659,0.303286
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6,46,3797,0.546747,0.370292
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6,46,15257,0.563577,0.325686
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7,56,2006,0.526171,0.388334
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be2 Bg7 7.0-0 0-0,66,1304,0.536042,0.384969
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7,56,10012,0.577207,0.31622
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 0-0,65,5358,0.581,0.31019
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 0-0 8.Qd2 Nc6,75,4815,0.584008,0.314018
10,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 0-0 8.Qd2 Nc6 9.0-0-0 d5,86,1511,0.589013,0.350761
10,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 0-0 8.Qd2 Nc6 9.Bc4 Bd7,85,1837,0.565323,0.291235
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6,65,3396,0.588928,0.322732
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2 0-0,75,2754,0.595315,0.336601
10,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2 0-0 9.Bc4 Bd7,85,1011,0.568743,0.300692
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6,47,20570,0.53629,0.348517
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bc4 e6,56,1832,0.508187,0.319868
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bc4 Qb6,57,1508,0.503647,0.341511
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Be2 e5,56,1232,0.530438,0.398538
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7,57,1393,0.571069,0.326633
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6,56,9491,0.551259,0.347487
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6,65,5833,0.548002,0.341676
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.0-0-0 Bd7,77,3515,0.549928,0.31522
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.0-0-0 h6,76,1479,0.550709,0.396889
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7,66,2164,0.557532,0.37939
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.0-0-0 0-0,78,1292,0.556501,0.3839
5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 a6,36,1748,0.531464,0.369565
5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6,37,3459,0.543654,0.345475
6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Bd7,47,2571,0.545702,0.356281
7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Bd7 6.Bxc6 Bxc6,59,2109,0.534139,0.352299
8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Bd7 6.Bxc6 Bxc6 7.Nc3 Nf6,69,1301,0.541122,0.345887
9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Bd7 6.Bxc6 Bxc6 7.Nc3 Nf6 8.Bg5 e6,78,1216,0.532072,0.348684
10,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nc6 5.Bb5 Bd7 6.Bxc6 Bxc6 7.Nc3 Nf6 8.Bg5 e6 9.0-0-0 Be7,90,1111,0.533753,0.349234
5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Nf6,37,1138,0.508787,0.286467
5,1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.Nc3 cxd4,36,5785,0.522644,0.3414
6,1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.Nc3 cxd4 5.Nxd4 a6,46,3112,0.516709,0.347043
5,1.e4 c5 2.Nf3 e6 3.c3 d5 4.exd5 exd5,36,1275,0.503529,0.484705
5,1.e4 c5 2.Nf3 e6 3.c3 d5 4.exd5 Qxd5,36,1876,0.521055,0.456823
6,1.e4 c5 2.Nf3 e6 3.c3 d5 4.exd5 Qxd5 5.d4 Nf6,45,1579,0.516149,0.463584
5,1.e4 c5 2.Nf3 e6 3.c3 Nf6 4.e5 Nd5,34,3615,0.522821,0.383955
6,1.e4 c5 2.Nf3 e6 3.c3 Nf6 4.e5 Nd5 5.d4 cxd4,44,2445,0.511656,0.384458
7,1.e4 c5 2.Nf3 e6 3.c3 Nf6 4.e5 Nd5 5.d4 cxd4 6.cxd4 d6,54,1528,0.51767,0.407068
5,1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 d5,33,1199,0.542118,0.331943
5,1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 g6,33,1208,0.500827,0.35596
5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6,36,28734,0.530921,0.348402
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5,46,4570,0.520787,0.353172
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5 6.Nb3 Ba7,56,2144,0.536613,0.352145
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5 6.Nb3 Be7,56,2201,0.504316,0.351658
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Nf6,46,4216,0.531902,0.388282
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Nf6 6.0-0 d6,55,1550,0.543225,0.415483
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Nf6 6.0-0 Qc7,56,1988,0.540492,0.373742
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Nf6 6.0-0 Qc7 7.Qe2 d6,65,1217,0.554642,0.386195
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Qc7,46,1479,0.55578,0.293441
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6,45,3315,0.544193,0.36018
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Bb4,55,1086,0.561694,0.390423
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Qc7,55,1808,0.538993,0.351216
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5,45,2536,0.493099,0.321372
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.Bd3 Qb6,55,1041,0.486551,0.325648
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 Qc7,46,6139,0.52085,0.343541
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 Qc7 6.Bd3 Nf6,56,1520,0.545723,0.330921
5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6,37,26454,0.537517,0.368148
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6,46,2463,0.505278,0.416971
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6,55,1669,0.491611,0.40683
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6 7.N1c3 a6,65,1400,0.493928,0.406428
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6,46,4097,0.543934,0.380034
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Nxc6 bxc6,58,1124,0.556494,0.370996
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 d6,46,1814,0.546857,0.367144
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7,47,15778,0.543414,0.362023
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be2 a6,56,3133,0.552345,0.405681
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be2 a6 7.0-0 Nf6,66,2429,0.549403,0.419514
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6,56,6413,0.543583,0.326836
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Qd2 Nf6,66,2199,0.564802,0.331059
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.g3 a6,55,2189,0.515532,0.423481
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.g3 a6 7.Bg2 Nf6,65,1311,0.529366,0.425629
5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6,37,16450,0.549604,0.369848
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6,46,7777,0.549826,0.357464
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Be2 Be7,56,1269,0.521276,0.429472
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.g4 h6,54,1394,0.583931,0.352941
6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6,47,6979,0.55144,0.390457
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bb4,58,1105,0.587782,0.529411
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bb4 7.a3 Bxc3+,69,1029,0.58309,0.542274
9,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bb4 7.a3 Bxc3+ 8.Nxc3 d5,79,1005,0.582587,0.540298
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 d6,57,1970,0.54467,0.434517
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 d6 7.Bf4 e5,66,1953,0.544034,0.435739
9,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 d6 7.Bf4 e5 8.Bg5 a6,75,1912,0.544456,0.437238
10,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 d6 7.Bf4 e5 8.Bg5 a6 9.Na3 b5,84,1710,0.541812,0.449707
7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nxc6 bxc6,59,1626,0.56888,0.332103
8,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nxc6 bxc6 7.e5 Nd5,68,1479,0.569641,0.338742
5,1.e4 c5 2.Nf3 e6 3.g3 Nc6 4.Bg2 Nf6,35,2040,0.506862,0.329411
5,1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.d4 cxd4,35,2034,0.528761,0.351524
6,1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.d4 cxd4 5.Nxd4 Qc7,46,1127,0.530168,0.348713
5,1.e4 c5 2.Nf3 e6 3.Nc3 Nc6 4.d4 cxd4,36,1431,0.544374,0.39972
5,1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Bg7,37,1610,0.544409,0.328571
5,1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Nxd4 Nc6,37,1599,0.557223,0.412757
5,1.e4 c5 2.Nf3 g6 3.d4 cxd4 4.Qxd4 Nf6,37,1177,0.550977,0.315208
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.0-0 Bd7,36,2726,0.562362,0.411592
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.0-0 Bd7 5.Re1 Nf6,46,1508,0.558023,0.418435
7,1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.0-0 Bd7 5.Re1 Nf6 6.c3 a6,54,1166,0.545883,0.410806
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.0-0 Nge7,37,4886,0.530085,0.378632
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.0-0 Nge7 5.Re1 a6,46,1398,0.54113,0.396995
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.Bxc6 bxc6,38,2380,0.529411,0.322689
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7,36,8081,0.559398,0.366662
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7 5.c3 Nf6,45,2610,0.546934,0.377394
7,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7 5.c3 Nf6 6.Re1 0-0,55,1768,0.555147,0.376131
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7 5.Re1 e5,45,1312,0.554878,0.355182
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.0-0 Bg7 5.Re1 Nf6,46,1793,0.56107,0.4116
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 bxc6,38,2126,0.577845,0.364534
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 bxc6 5.0-0 Bg7,48,1791,0.573981,0.371859
5,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 dxc6,38,3959,0.592573,0.365243
6,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 dxc6 5.d3 Bg7,47,2861,0.592624,0.368053
7,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 dxc6 5.d3 Bg7 6.h3 Nf6,56,1379,0.599709,0.379985
5,1.e4 c5 2.Nf3 Nc6 3.c3 d5 4.exd5 Qxd5,37,1255,0.556573,0.399203
5,1.e4 c5 2.Nf3 Nc6 3.c3 Nf6 4.e5 Nd5,35,1645,0.5231,0.368996
6,1.e4 c5 2.Nf3 Nc6 3.c3 Nf6 4.e5 Nd5 5.d4 cxd4,45,1064,0.49953,0.386278
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5,37,8198,0.537753,0.380214
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 a6,46,1266,0.581358,0.402843
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 a6 6.Nd6+ Bxd6,58,1218,0.585796,0.41133
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6,46,6482,0.532783,0.378741
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6 6.c4 Be7,55,1953,0.548131,0.406041
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6 6.c4 Be7 7.N1c3 a6,65,1236,0.553398,0.409385
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6 6.N1c3 a6,56,3006,0.524617,0.372588
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6 6.N1c3 a6 7.Na3 b5,65,1704,0.537852,0.35622
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e6,37,3510,0.510541,0.39943
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e6 5.Nc3 Qc7,47,1748,0.515446,0.397025
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6,37,11096,0.535688,0.416186
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7,46,3274,0.562767,0.421808
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3 Nf6,56,2671,0.570385,0.432422
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3 Nf6 7.Nc3 0-0,66,1410,0.558865,0.434042
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Bg7 6.Be3 Nf6 7.Nc3 0-0 8.Be2 d6,75,1002,0.558383,0.444111
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6,46,2766,0.546095,0.491323
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6 6.Nc3 d6,55,1968,0.545731,0.490853
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6 6.Nc3 d6 7.Be2 Nxd4,66,1379,0.54496,0.524292
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.c4 Nf6 6.Nc3 d6 7.Be2 Nxd4 8.Qxd4 Bg7,77,1377,0.545025,0.523602
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7,47,4260,0.518075,0.376056
